관측분야 : 지상
조회기간 : 임의기간(일별): 2014-01-01 ~ 2017-08-21
관측지점 : 전주(146), 진도군(268), 김해시(253), 안동(136)
출력기후요소 : 평균기온,평균이슬점온도,평균 지면온도,일강수량,최심적설,최심신적설,평균풍속,평균현지기압,평균습도,평균전운량,일사량,일조시간,최다풍향

지점번호,지점,일자,평균기온 (℃),평균지면온도 (℃),평균이슬점온도 (℃),일강수량 (mm),최심적설 (cm),최심신적설 (cm),평균풍속 (m/s),최다풍향 (deg),평균현지기압 (hPa),평균습도 (%),평균전운량 (1/10),일사합 (MJ/m²),일조합 (hr),
136,안동,2014-04-18,14.0,17.2,7.9,0.5,,,1.8,110.0,999.6,69,6.5,13.60,5.3,
136,안동,2014-04-19,11.7,13.7,1.6,,,,3.1,110.0,1005.2,51,6.8,11.30,2.7,
136,안동,2014-04-20,13.7,18.5,3.4,,,,1.3,140.0,1001.3,53,5.0,20.92,11.0,
136,안동,2014-04-21,15.5,19.2,2.6,,,,1.7,140.0,997.7,48,5.1,20.07,9.5,
136,안동,2014-04-22,14.6,19.4,1.6,,,,1.5,140.0,998.3,47,4.5,18.12,8.5,
136,안동,2014-04-23,15.8,20.8,-0.1,,,,1.3,140.0,1001.2,42,0.0,22.10,11.8,
136,안동,2014-04-24,17.4,22.1,1.4,,,,1.2,140.0,1004.6,40,0.3,21.47,11.5,
136,안동,2014-04-25,18.1,23.2,1.6,,,,1.1,160.0,1006.2,40,0.0,20.88,11.2,
136,안동,2014-04-26,17.1,20.1,3.0,,,,1.2,140.0,1006.3,44,6.6,14.69,4.1,
136,안동,2014-04-27,16.1,19.2,8.8,4.5,,,1.0,270.0,1004.0,64,10.0,6.37,0.0,
136,안동,2014-04-28,12.9,14.3,10.0,26.5,,,2.3,110.0,998.7,83,10.0,3.92,0.0,
136,안동,2014-04-29,14.3,16.4,10.8,7.0,,,1.6,90.0,992.1,80,9.7,7.92,1.9,
136,안동,2014-04-30,15.5,18.9,11.0,,,,1.2,180.0,993.1,77,8.9,14.50,3.4,
136,안동,2014-05-01,18.3,22.5,8.5,,,,2.3,290.0,995.8,57,2.4,22.72,11.3,
136,안동,2014-05-02,18.5,22.9,7.3,,,,2.4,290.0,995.5,53,3.9,23.66,10.5,
136,안동,2014-05-03,14.5,20.9,-0.9,,,,3.6,290.0,1000.5,39,1.5,30.72,12.7,
136,안동,2014-05-04,13.1,19.4,1.9,0.4,,,2.2,270.0,998.2,51,8.5,17.75,3.7,
136,안동,2014-05-05,10.9,16.9,-4.5,,,,3.2,290.0,999.7,38,0.8,30.14,12.5,
136,안동,2014-05-06,12.5,20.2,-2.3,,,,1.8,270.0,1000.9,40,0.3,29.81,12.6,
136,안동,2014-05-07,15.4,23.0,0.5,,,,1.7,140.0,997.1,43,2.0,28.81,12.6,
136,안동,2014-05-08,14.9,18.1,5.4,0.5,,,2.6,290.0,993.7,57,4.8,24.14,9.6,
136,안동,2014-05-09,15.0,23.8,3.8,,,,1.6,110.0,1001.5,52,0.0,28.09,12.0,
136,안동,2014-05-10,15.3,23.2,2.0,,,,2.3,110.0,1005.3,46,0.1,29.94,12.7,
136,안동,2014-05-11,16.2,22.4,6.6,3.0,,,2.7,140.0,998.6,58,5.9,21.56,7.5,
136,안동,2014-05-12,17.5,20.7,9.7,13.0,,,2.7,290.0,989.2,64,4.1,27.54,11.0,
136,안동,2014-05-13,20.6,24.6,7.5,,,,2.2,270.0,990.9,48,1.5,28.70,11.9,
136,안동,2014-05-14,19.4,23.6,9.1,,,,1.3,140.0,985.3,55,6.0,18.87,5.4,
136,안동,2014-05-15,18.5,21.2,5.2,,,,2.6,290.0,983.3,47,3.8,25.47,9.4,
136,안동,2014-05-16,19.4,24.8,3.4,,,,2.2,270.0,991.4,38,0.0,28.60,12.1,
136,안동,2014-05-17,19.0,25.6,6.2,,,,1.4,140.0,995.5,47,2.9,25.49,11.8,
136,안동,2014-05-18,19.4,27.2,7.8,,,,1.4,140.0,996.4,53,2.4,26.93,11.3,
136,안동,2014-05-19,20.8,28.4,8.2,,,,1.2,290.0,995.6,50,3.5,27.09,10.0,
136,안동,2014-05-20,19.0,24.2,10.9,,,,1.2,140.0,990.1,61,7.3,12.07,2.3,
136,안동,2014-05-21,18.9,27.1,10.5,,,,2.1,290.0,989.7,62,1.6,27.67,10.9,
136,안동,2014-05-22,19.0,28.5,9.7,,,,2.2,110.0,996.1,59,2.4,29.43,12.6,
136,안동,2014-05-23,18.3,24.8,12.0,,,,1.2,70.0,1002.4,68,4.6,17.68,4.7,
136,안동,2014-05-24,23.3,30.7,13.8,,,,1.3,290.0,999.6,59,5.6,23.57,8.5,
136,안동,2014-05-25,21.6,27.9,13.1,2.5,,,1.9,200.0,993.6,62,9.5,19.10,5.1,
136,안동,2014-05-26,20.3,24.0,9.5,3.5,,,2.6,290.0,985.8,56,5.0,25.10,9.8,
136,안동,2014-05-27,21.1,27.2,7.2,,,,1.8,140.0,985.4,45,1.6,28.44,11.8,
136,안동,2014-05-28,20.6,26.1,12.0,,,,1.8,140.0,984.7,61,3.8,22.28,7.7,
136,안동,2014-05-29,23.7,31.8,11.1,,,,1.6,290.0,990.3,52,0.4,29.56,11.7,
136,안동,2014-05-30,24.5,33.0,8.6,,,,1.5,140.0,993.7,44,0.8,30.67,12.5,
136,안동,2014-05-31,25.7,33.5,10.8,,,,1.5,140.0,996.0,44,0.8,28.91,12.3,
136,안동,2014-06-01,25.1,32.5,13.4,,,,1.2,290.0,995.1,51,6.4,20.35,5.8,
136,안동,2014-06-02,22.2,26.1,13.3,4.0,,,1.6,140.0,992.9,60,10.0,7.59,0.1,
136,안동,2014-06-03,18.2,20.6,15.0,10.5,,,1.7,110.0,991.4,82,10.0,5.94,0.2,
136,안동,2014-06-04,19.9,19.9,13.9,0.1,,,1.6,90.0,990.2,69,10.0,9.93,0.7,
136,안동,2014-06-05,20.2,22.9,12.9,,,,2.0,110.0,988.7,63,10.0,11.33,1.6,
136,안동,2014-06-06,21.9,30.1,12.1,,,,1.7,140.0,988.9,57,4.6,28.06,11.2,
136,안동,2014-06-07,20.1,27.3,12.2,,,,2.0,140.0,989.3,63,5.1,23.46,7.5,
136,안동,2014-06-08,19.9,25.4,14.2,0.4,,,1.7,110.0,991.0,71,7.8,16.70,3.2,
136,안동,2014-06-09,20.2,26.3,14.3,,,,2.3,110.0,994.3,70,8.0,15.49,3.2,
136,안동,2014-06-10,19.9,26.9,13.7,0.0,,,2.7,140.0,994.8,69,7.8,18.70,4.0,
136,안동,2014-06-11,19.5,24.3,13.2,2.0,,,2.0,110.0,990.5,68,8.1,16.06,3.9,
136,안동,2014-06-12,18.8,24.8,12.8,0.5,,,1.5,160.0,986.3,69,8.5,17.19,4.1,
136,안동,2014-06-13,19.3,26.2,14.7,9.5,,,1.6,270.0,988.1,77,7.0,15.92,4.2,
136,안동,2014-06-14,22.5,27.0,13.7,,,,1.8,320.0,990.3,62,2.8,27.15,10.4,
136,안동,2014-06-15,23.1,29.3,13.1,,,,2.2,290.0,989.7,56,3.5,29.09,13.0,
136,안동,2014-06-16,23.7,31.3,12.6,,,,1.6,270.0,989.0,53,6.8,27.66,9.8,
136,안동,2014-06-17,22.7,29.2,14.0,,,,2.3,110.0,989.3,59,9.3,17.33,4.5,
136,안동,2014-06-18,23.2,32.7,13.3,,,,1.5,160.0,988.4,57,4.6,28.10,11.9,
136,안동,2014-06-19,22.6,28.2,14.1,,,,1.8,290.0,989.5,61,4.4,21.76,6.9,
136,안동,2014-06-20,21.2,28.0,14.8,0.0,,,2.7,110.0,993.0,68,7.8,17.11,2.2,
136,안동,2014-06-21,20.2,24.5,13.9,,,,2.8,110.0,993.2,67,10.0,10.40,0.5,
136,안동,2014-06-22,21.4,30.2,13.5,7.0,,,2.1,110.0,991.6,63,8.1,25.69,9.5,
136,안동,2014-06-23,20.5,24.9,15.9,14.5,,,1.4,290.0,990.4,77,8.5,18.00,4.2,
136,안동,2014-06-24,20.3,25.0,15.1,0.5,,,1.3,290.0,990.7,75,6.6,21.74,6.7,
136,안동,2014-06-25,22.8,28.4,15.0,,,,1.2,270.0,992.1,66,5.9,27.04,8.9,
136,안동,2014-06-26,24.5,30.5,16.2,,,,1.2,110.0,990.7,63,6.0,25.14,9.7,
136,안동,2014-06-27,25.0,32.6,16.0,,,,1.5,140.0,988.1,61,3.1,27.70,11.3,
136,안동,2014-06-28,24.3,31.3,14.4,,,,1.9,320.0,986.2,57,5.3,25.36,9.5,
136,안동,2014-06-29,23.0,29.7,15.1,,,,1.7,110.0,989.2,63,5.5,18.70,7.6,
136,안동,2014-06-30,23.4,31.9,16.6,0.5,,,1.5,140.0,992.2,69,7.3,24.65,9.4,
136,안동,2014-07-01,23.4,30.7,17.3,,,,1.6,110.0,993.9,73,5.3,25.56,8.2,
136,안동,2014-07-02,23.4,29.5,17.6,0.5,,,2.3,110.0,991.9,72,9.0,16.29,0.8,
136,안동,2014-07-03,21.1,23.0,17.9,18.5,,,1.5,110.0,985.8,83,10.0,8.06,0.7,
136,안동,2014-07-04,23.6,24.7,17.1,0.0,,,1.3,140.0,990.5,70,6.4,21.47,9.6,
136,안동,2014-07-05,22.8,25.6,16.9,,,,1.7,110.0,994.8,71,9.6,18.70,0.8,
136,안동,2014-07-06,20.8,22.9,16.8,1.5,,,1.4,110.0,991.8,79,9.8,8.91,0.0,
136,안동,2014-07-07,23.9,29.6,17.6,,,,1.5,90.0,990.5,70,7.1,24.81,9.8,
136,안동,2014-07-08,25.6,29.0,19.6,0.2,,,1.2,180.0,991.3,71,7.9,15.13,5.1,
136,안동,2014-07-09,26.0,27.7,21.4,1.5,,,1.8,110.0,986.8,77,8.6,14.24,2.5,
136,안동,2014-07-10,28.3,33.2,18.8,,,,2.4,290.0,978.7,59,5.4,25.26,10.6,
136,안동,2014-07-11,27.4,32.7,13.1,,,,2.5,290.0,984.3,43,4.3,26.81,11.5,
136,안동,2014-07-12,24.5,27.5,15.8,0.0,,,1.3,290.0,987.8,60,8.0,14.62,2.3,
136,안동,2014-07-13,24.2,28.4,18.0,1.5,,,1.8,290.0,986.9,70,7.5,19.10,6.5,
136,안동,2014-07-14,26.3,32.8,16.5,,,,2.3,290.0,991.4,58,2.6,29.60,12.5,
136,안동,2014-07-15,24.7,27.9,17.5,0.0,,,0.9,290.0,994.4,65,9.1,10.43,0.6,
136,안동,2014-07-16,26.2,30.6,17.7,0.4,,,1.5,270.0,993.8,63,8.6,20.99,6.8,
136,안동,2014-07-17,24.5,27.5,19.4,6.5,,,1.7,160.0,995.5,75,9.5,16.34,4.2,
136,안동,2014-07-18,24.2,26.9,20.3,15.5,,,1.4,290.0,996.1,80,6.8,15.99,6.9,
136,안동,2014-07-19,26.2,28.0,20.3,,,,1.4,290.0,995.8,72,7.8,19.29,6.3,
136,안동,2014-07-20,27.5,31.6,18.5,,,,1.6,110.0,994.7,61,5.0,25.13,9.9,
136,안동,2014-07-21,27.8,33.3,19.1,,,,1.9,290.0,992.3,61,3.5,27.32,11.9,
136,안동,2014-07-22,27.3,33.6,19.1,,,,2.6,290.0,990.9,63,6.3,24.13,9.0,
136,안동,2014-07-23,26.3,28.2,20.4,0.3,,,2.3,290.0,989.4,70,7.1,12.23,2.9,
136,안동,2014-07-24,27.1,32.2,21.5,1.5,,,1.4,320.0,990.2,73,7.1,16.31,6.8,
136,안동,2014-07-25,29.4,32.3,21.4,2.5,,,2.1,180.0,990.8,65,6.5,22.93,10.0,
136,안동,2014-07-26,26.3,29.7,18.4,0.1,,,3.9,290.0,991.2,62,6.0,14.91,6.3,
136,안동,2014-07-27,24.1,30.8,14.6,,,,2.0,110.0,994.7,58,3.6,23.13,9.2,
136,안동,2014-07-28,24.9,31.0,12.8,,,,1.9,110.0,993.4,51,6.3,23.90,10.0,
136,안동,2014-07-29,24.1,28.3,17.2,0.4,,,1.2,90.0,994.2,67,6.8,17.26,5.8,
136,안동,2014-07-30,28.4,34.9,18.6,,,,1.3,140.0,994.9,58,3.1,25.84,11.8,
136,안동,2014-07-31,26.7,30.5,21.2,18.5,,,1.2,140.0,994.8,74,5.0,16.77,7.2,
136,안동,2014-08-01,27.2,27.5,20.5,,,,2.2,110.0,992.6,70,8.1,18.74,4.7,
136,안동,2014-08-02,27.0,28.0,20.2,2.5,,,3.3,110.0,988.5,68,9.4,14.67,4.4,
136,안동,2014-08-03,24.6,24.9,22.3,39.0,,,2.9,110.0,983.0,87,9.8,5.68,0.9,
136,안동,2014-08-04,25.1,26.2,22.5,2.0,,,1.0,250.0,983.7,86,10.0,7.10,0.0,
136,안동,2014-08-05,27.2,28.5,22.3,4.0,,,1.7,290.0,987.8,77,7.3,19.09,8.0,
136,안동,2014-08-06,26.9,29.3,20.7,,,,1.7,290.0,989.3,70,5.6,19.79,7.6,
136,안동,2014-08-07,21.5,23.0,19.5,14.5,,,1.0,20.0,991.4,89,9.9,3.51,0.0,
136,안동,2014-08-08,21.8,23.5,17.8,14.5,,,1.8,110.0,993.4,79,9.8,11.71,0.8,
136,안동,2014-08-09,23.3,24.8,16.9,0.5,,,1.7,70.0,989.9,69,7.9,14.39,6.1,
136,안동,2014-08-10,21.9,22.3,19.2,12.0,,,1.2,340.0,983.8,86,9.0,8.91,1.1,
136,안동,2014-08-11,23.3,27.9,17.5,0.1,,,1.9,270.0,985.4,72,5.9,24.78,11.0,
136,안동,2014-08-12,24.4,28.8,17.1,,,,1.5,290.0,988.4,66,3.5,25.15,11.5,
136,안동,2014-08-13,22.4,23.2,19.7,0.5,,,0.7,140.0,992.8,86,8.8,6.71,0.0,
136,안동,2014-08-14,20.1,21.9,18.7,12.5,,,1.2,110.0,993.8,92,10.0,4.53,0.0,
136,안동,2014-08-15,23.0,26.1,19.3,1.0,,,1.8,140.0,992.8,81,8.3,17.11,5.5,
136,안동,2014-08-16,24.0,28.3,18.9,,,,1.5,140.0,994.6,75,7.4,19.85,5.9,
136,안동,2014-08-17,22.8,25.3,18.1,10.0,,,1.9,110.0,996.9,76,9.4,12.97,1.9,
136,안동,2014-08-18,20.4,20.9,19.3,87.0,,,1.1,140.0,994.1,94,10.0,3.07,0.0,
136,안동,2014-08-19,22.9,23.9,21.0,46.0,,,0.9,140.0,994.2,90,10.0,8.72,0.4,
136,안동,2014-08-20,23.1,24.6,21.9,32.5,,,1.0,110.0,995.0,93,10.0,7.36,0.1,
136,안동,2014-08-21,24.8,26.2,20.6,19.0,,,2.3,110.0,991.3,79,8.6,14.89,5.2,
136,안동,2014-08-22,23.9,26.5,18.4,,,,1.8,290.0,994.3,73,4.1,21.46,10.6,
136,안동,2014-08-23,24.4,28.1,19.1,,,,0.9,290.0,993.8,74,5.9,21.14,7.9,
136,안동,2014-08-24,23.8,25.8,20.3,0.2,,,0.7,320.0,993.1,82,8.8,11.45,0.8,
136,안동,2014-08-25,21.4,22.0,20.1,42.0,,,1.0,110.0,991.8,93,10.0,2.96,0.0,
136,안동,2014-08-26,23.4,25.6,19.1,9.0,,,1.5,110.0,995.0,78,8.5,15.94,4.3,
