관측분야 : 지상
조회기간 : 임의기간(일별): 2014-01-01 ~ 2017-08-21
관측지점 : 부산(159), 울산(152), 제주(184), 대전(133)
출력기후요소 : 평균기온,평균이슬점온도,평균 지면온도,일강수량,최심적설,최심신적설,평균풍속,평균현지기압,평균습도,평균전운량,일사량,일조시간,최다풍향

지점번호,지점,일자,평균기온 (℃),평균지면온도 (℃),평균이슬점온도 (℃),일강수량 (mm),최심적설 (cm),최심신적설 (cm),평균풍속 (m/s),최다풍향 (deg),평균현지기압 (hPa),평균습도 (%),평균전운량 (1/10),일사합 (MJ/m²),일조합 (hr),
133,대전,2014-02-13,2.8,2.4,-3.6,,,,1.7,110.0,1021.4,64,7.3,11.70,4.3,
133,대전,2014-02-14,2.4,1.8,-3.6,,,,2.4,90.0,1019.6,66,5.3,10.50,5.8,
133,대전,2014-02-15,2.5,2.9,-4.2,,,,1.0,320.0,1018.8,64,1.0,16.65,9.9,
133,대전,2014-02-16,2.8,2.7,-3.5,,,,0.8,320.0,1019.9,66,6.0,10.14,4.6,
133,대전,2014-02-17,4.6,3.2,-1.7,0.0,,,1.5,110.0,1018.3,65,8.5,7.06,0.0,
133,대전,2014-02-18,3.7,3.6,-4.6,,,,3.2,90.0,1017.9,55,5.8,10.77,3.5,
133,대전,2014-02-19,2.5,3.7,-6.3,,,,1.7,110.0,1017.9,54,5.3,15.30,9.1,
133,대전,2014-02-20,1.4,2.0,-4.5,,,,1.4,340.0,1019.2,66,2.5,13.80,8.0,
133,대전,2014-02-21,1.0,3.0,-7.7,,,,1.1,340.0,1022.0,57,0.0,17.93,10.0,
133,대전,2014-02-22,1.9,2.6,-5.7,,,,0.9,320.0,1022.9,60,0.5,15.59,8.8,
133,대전,2014-02-23,3.2,3.5,-5.5,,,,0.8,340.0,1022.5,57,0.0,14.80,8.6,
133,대전,2014-02-24,4.4,4.3,-3.0,,,,1.1,340.0,1021.1,61,0.0,14.59,7.8,
133,대전,2014-02-25,6.0,5.4,-1.3,,,,0.9,320.0,1020.2,62,2.3,14.56,7.4,
133,대전,2014-02-26,6.4,5.2,1.2,,,,1.5,110.0,1015.9,71,7.1,7.38,0.0,
133,대전,2014-02-27,9.1,9.4,3.5,,,,1.3,200.0,1012.0,71,7.3,12.46,4.8,
133,대전,2014-02-28,8.4,9.6,2.6,,,,1.7,110.0,1013.2,69,7.8,13.95,6.1,
133,대전,2014-03-01,7.9,8.5,2.5,,,,1.3,180.0,1010.3,69,8.8,5.60,0.0,
133,대전,2014-03-02,5.1,6.6,-4.9,,,,1.7,340.0,1013.0,54,2.5,19.37,9.6,
133,대전,2014-03-03,4.8,6.5,-8.4,,,,1.0,320.0,1018.4,43,0.0,19.62,10.5,
133,대전,2014-03-04,5.3,4.9,-4.8,,,,1.2,340.0,1014.5,50,4.0,12.18,3.8,
133,대전,2014-03-05,2.9,6.7,-9.4,,,,2.9,320.0,1015.2,45,1.5,21.31,10.3,
133,대전,2014-03-06,1.2,3.6,-10.4,,,,1.9,320.0,1019.2,45,1.6,18.53,10.1,
133,대전,2014-03-07,0.9,4.6,-12.9,,,,2.2,320.0,1021.8,39,2.3,21.40,10.6,
133,대전,2014-03-08,2.7,5.4,-6.5,,,,1.5,230.0,1016.9,52,5.5,15.04,8.7,
133,대전,2014-03-09,2.3,4.8,-4.4,3.4,,,2.8,320.0,1013.2,65,4.8,13.62,6.8,
133,대전,2014-03-10,2.5,4.9,-7.1,,,,1.7,200.0,1018.5,52,0.0,22.10,11.1,
133,대전,2014-03-11,5.3,6.1,-8.3,,,,1.7,180.0,1018.0,47,0.0,19.99,10.2,
133,대전,2014-03-12,4.1,3.6,1.7,33.3,,,0.6,340.0,1009.2,86,8.5,2.44,0.0,
133,대전,2014-03-13,4.1,5.1,3.3,7.1,,,1.5,360.0,1005.1,95,9.8,3.22,0.0,
133,대전,2014-03-14,3.8,5.7,-1.3,0.4,,,1.4,320.0,1011.3,72,4.1,17.77,9.0,
133,대전,2014-03-15,7.6,6.6,0.5,,,,2.1,230.0,1012.0,63,0.0,20.85,10.1,
133,대전,2014-03-16,12.2,10.7,4.8,,,,2.3,140.0,1012.9,62,0.5,18.29,9.8,
133,대전,2014-03-17,13.1,13.2,7.9,0.0,,,1.7,200.0,1009.8,74,5.1,18.09,8.2,
133,대전,2014-03-18,13.4,14.4,7.6,0.1,,,2.3,320.0,1007.0,70,5.9,18.91,8.1,
133,대전,2014-03-19,10.8,10.6,4.7,,,,2.6,110.0,1008.5,67,8.9,8.68,0.4,
133,대전,2014-03-20,7.1,8.2,2.3,0.9,,,2.3,320.0,1005.8,74,7.9,11.52,5.2,
133,대전,2014-03-21,5.5,8.5,-3.1,,,,1.9,320.0,1012.5,59,1.0,21.74,11.2,
133,대전,2014-03-22,8.6,10.2,0.7,,,,1.9,200.0,1015.8,60,0.0,22.52,11.3,
133,대전,2014-03-23,10.3,11.6,0.6,,,,1.8,200.0,1019.8,57,0.0,22.15,10.5,
133,대전,2014-03-24,10.6,11.8,1.3,,,,1.6,180.0,1014.7,57,4.8,19.48,8.9,
133,대전,2014-03-25,14.9,14.8,10.9,4.8,,,1.0,200.0,1006.9,79,10.0,8.37,1.3,
133,대전,2014-03-26,14.9,15.1,11.9,9.8,,,1.1,340.0,1002.4,84,6.0,11.26,3.3,
133,대전,2014-03-27,13.5,14.4,8.8,,,,2.0,200.0,1009.1,76,2.9,18.12,7.1,
133,대전,2014-03-28,17.4,17.4,7.8,,,,1.3,200.0,1008.6,60,4.4,21.73,8.7,
133,대전,2014-03-29,14.8,14.7,12.4,4.5,,,1.0,340.0,1000.4,87,9.8,3.76,0.0,
133,대전,2014-03-30,14.5,15.5,9.7,2.9,,,1.6,340.0,1001.5,75,5.1,16.06,7.7,
133,대전,2014-03-31,13.7,14.2,6.7,,,,1.0,270.0,1008.4,67,3.4,18.21,7.7,
133,대전,2014-04-01,14.8,15.5,2.5,,,,1.0,320.0,1007.9,50,1.1,23.04,10.7,
133,대전,2014-04-02,15.8,16.5,1.8,,,,1.0,320.0,1008.5,43,2.3,22.08,10.5,
133,대전,2014-04-03,11.6,14.7,2.7,2.5,,,1.7,320.0,1005.3,58,6.4,17.06,7.0,
133,대전,2014-04-04,7.3,12.2,-3.0,,,,2.1,340.0,1005.2,53,1.9,25.20,12.1,
133,대전,2014-04-05,5.7,8.5,-1.7,0.0,,,1.9,320.0,1006.8,61,3.5,16.15,7.3,
133,대전,2014-04-06,8.0,11.6,-4.0,,,,2.5,320.0,1012.4,47,0.6,26.90,12.2,
133,대전,2014-04-07,11.6,14.2,2.6,,,,2.6,180.0,1011.0,57,3.8,23.49,10.8,
133,대전,2014-04-08,12.7,16.2,-0.2,,,,1.0,340.0,1009.8,47,0.0,25.41,11.7,
133,대전,2014-04-09,13.7,17.6,5.8,,,,1.5,180.0,1008.8,63,0.0,24.43,11.3,
133,대전,2014-04-10,14.4,17.2,7.6,,,,1.5,110.0,1010.5,67,5.3,20.44,7.9,
133,대전,2014-04-11,14.3,17.1,6.7,0.0,,,1.7,110.0,1011.1,61,8.6,13.73,1.9,
133,대전,2014-04-12,15.1,15.8,9.9,0.5,,,1.2,110.0,1009.3,73,9.5,11.28,2.3,
133,대전,2014-04-13,15.4,17.3,6.7,0.0,,,1.5,110.0,1008.9,60,5.8,15.14,6.0,
133,대전,2014-04-14,15.3,18.8,3.7,,,,1.3,230.0,1012.1,50,0.1,23.81,10.1,
133,대전,2014-04-15,16.0,19.9,9.7,,,,2.1,200.0,1011.4,69,3.0,22.95,9.3,
133,대전,2014-04-16,17.5,20.8,7.3,,,,2.3,200.0,1007.7,57,4.6,21.76,9.1,
133,대전,2014-04-17,13.6,16.1,6.0,14.9,,,1.1,320.0,1005.4,67,6.9,12.81,5.0,
133,대전,2014-04-18,15.9,18.0,11.0,,,,1.7,360.0,1007.4,75,5.9,18.75,6.7,
133,대전,2014-04-19,13.8,15.3,7.0,,,,3.8,110.0,1011.7,65,7.4,14.89,3.4,
133,대전,2014-04-20,15.1,18.9,5.5,,,,2.5,140.0,1009.6,54,4.6,26.43,10.8,
133,대전,2014-04-21,15.6,18.3,4.9,,,,1.4,320.0,1007.4,54,3.1,23.72,10.7,
133,대전,2014-04-22,15.1,17.3,2.8,,,,1.3,320.0,1007.6,49,3.3,24.05,8.3,
133,대전,2014-04-23,16.5,20.2,5.0,,,,1.2,290.0,1010.1,51,0.1,24.98,10.8,
133,대전,2014-04-24,18.4,22.3,6.8,,,,1.2,320.0,1013.2,52,1.0,24.67,10.3,
133,대전,2014-04-25,18.5,22.0,4.9,,,,1.1,320.0,1014.9,46,0.0,25.25,11.1,
133,대전,2014-04-26,17.8,19.9,8.9,,,,0.9,320.0,1014.7,57,7.9,14.62,2.6,
133,대전,2014-04-27,15.4,16.5,13.9,9.1,,,1.0,20.0,1011.9,91,10.0,5.68,0.0,
133,대전,2014-04-28,13.5,13.6,11.9,24.2,,,3.1,70.0,1004.7,91,10.0,2.52,0.0,
133,대전,2014-04-29,14.3,15.2,12.7,8.2,,,1.4,340.0,1000.7,91,9.7,8.35,0.1,
133,대전,2014-04-30,15.7,18.3,11.1,,,,1.2,200.0,1001.9,76,4.0,17.00,5.0,
133,대전,2014-05-01,16.4,19.8,9.7,,,,1.7,200.0,1006.1,67,0.1,26.77,11.6,
133,대전,2014-05-02,16.7,20.3,9.7,,,,1.9,290.0,1005.7,67,4.9,23.61,9.6,
133,대전,2014-05-03,14.6,19.8,2.9,,,,2.0,340.0,1011.0,50,0.4,30.72,12.9,
133,대전,2014-05-04,12.7,15.6,6.1,2.2,,,1.6,270.0,1007.8,68,7.9,15.32,2.5,
133,대전,2014-05-05,11.4,16.2,1.6,,,,2.6,320.0,1010.0,56,1.8,30.46,12.9,
133,대전,2014-05-06,13.7,19.0,1.9,,,,1.9,200.0,1010.5,49,0.0,30.47,13.0,
133,대전,2014-05-07,16.2,20.7,3.9,0.2,,,2.0,270.0,1005.2,49,4.0,30.21,12.5,
133,대전,2014-05-08,15.7,20.2,10.3,1.8,,,2.3,290.0,1003.5,73,4.6,23.59,9.3,
133,대전,2014-05-09,16.4,21.6,8.6,,,,1.3,20.0,1010.0,64,0.0,28.10,11.0,
133,대전,2014-05-10,19.7,24.5,6.5,,,,3.1,110.0,1012.0,46,0.3,30.22,12.6,
133,대전,2014-05-11,18.5,19.8,9.8,17.0,,,4.3,110.0,1004.0,60,7.9,13.34,1.7,
133,대전,2014-05-12,17.5,20.1,13.4,8.7,,,2.7,200.0,999.1,79,4.1,24.60,9.9,
133,대전,2014-05-13,20.4,22.8,13.7,,,,2.4,180.0,1000.1,68,0.8,28.46,12.0,
133,대전,2014-05-14,20.7,23.4,12.8,,,,1.2,360.0,993.9,65,5.4,23.86,8.8,
133,대전,2014-05-15,19.1,22.7,10.4,,,,2.2,320.0,993.8,62,3.9,26.15,10.3,
133,대전,2014-05-16,19.7,23.9,10.0,,,,2.1,200.0,1001.0,58,1.4,28.17,11.9,
133,대전,2014-05-17,20.1,24.0,11.4,,,,1.4,180.0,1004.3,61,2.8,24.45,11.4,
133,대전,2014-05-18,20.6,25.1,8.2,,,,1.5,180.0,1005.2,50,2.9,28.33,12.0,
133,대전,2014-05-19,20.6,25.5,9.1,,,,1.3,320.0,1004.3,52,4.1,26.71,9.6,
133,대전,2014-05-20,19.5,20.7,13.6,0.0,,,0.8,320.0,998.8,70,7.1,10.56,2.0,
133,대전,2014-05-21,18.9,23.3,13.9,,,,1.6,200.0,999.6,75,2.8,23.27,9.8,
133,대전,2014-05-22,21.3,27.7,13.7,,,,2.0,180.0,1004.3,67,0.5,29.38,11.4,
133,대전,2014-05-23,22.4,28.2,15.9,,,,2.5,180.0,1010.0,68,2.9,23.12,8.1,
133,대전,2014-05-24,22.8,28.7,17.0,,,,1.3,200.0,1008.9,71,6.5,22.56,7.4,
133,대전,2014-05-25,21.3,25.0,17.4,14.9,,,1.4,200.0,1001.0,81,9.4,11.53,1.6,
133,대전,2014-05-26,21.4,23.8,12.3,4.9,,,2.5,200.0,995.6,62,3.9,28.35,11.9,
133,대전,2014-05-27,23.7,24.8,9.4,,,,2.4,200.0,993.5,41,1.0,27.77,12.5,
133,대전,2014-05-28,23.8,26.7,15.0,0.0,,,2.2,180.0,993.0,59,2.3,25.74,10.4,
133,대전,2014-05-29,23.9,28.7,15.2,,,,1.7,180.0,999.4,62,0.5,29.50,11.7,
133,대전,2014-05-30,24.6,29.8,12.5,,,,1.4,340.0,1002.5,52,0.0,30.39,13.3,
133,대전,2014-05-31,25.6,30.8,14.8,,,,1.6,200.0,1004.9,54,0.0,28.57,12.2,
133,대전,2014-06-01,23.7,26.6,16.9,,,,0.8,320.0,1004.2,68,7.9,14.91,0.6,
133,대전,2014-06-02,21.6,21.8,16.2,1.2,,,2.6,110.0,999.2,73,9.9,5.80,0.0,
133,대전,2014-06-03,19.5,20.3,17.8,45.2,,,3.1,110.0,997.5,91,10.0,7.56,0.6,
133,대전,2014-06-04,22.3,23.5,17.1,0.0,,,3.1,90.0,996.9,73,9.1,13.58,2.4,
133,대전,2014-06-05,21.9,21.1,16.4,0.0,,,2.3,70.0,996.6,72,7.5,10.36,2.1,
133,대전,2014-06-06,23.2,27.4,17.1,,,,1.2,320.0,997.0,71,3.1,28.70,11.9,
133,대전,2014-06-07,23.4,26.5,18.0,0.0,,,1.1,200.0,997.1,73,5.8,19.29,6.5,
133,대전,2014-06-08,22.8,27.9,18.0,0.1,,,2.0,200.0,998.9,76,7.6,24.74,7.4,
133,대전,2014-06-09,22.3,26.9,19.3,9.3,,,1.2,320.0,1001.6,85,6.4,17.28,6.1,
133,대전,2014-06-10,22.3,25.2,18.8,27.6,,,2.4,110.0,1001.7,82,6.3,19.79,6.8,
133,대전,2014-06-11,21.9,25.5,17.5,5.2,,,1.6,360.0,998.0,78,7.0,24.11,9.0,
133,대전,2014-06-12,19.7,24.9,17.2,37.6,,,1.4,230.0,994.7,87,6.6,19.02,7.1,
133,대전,2014-06-13,20.7,22.2,18.0,0.1,,,2.0,200.0,996.7,86,6.0,18.24,7.9,
133,대전,2014-06-14,22.1,24.4,17.7,,,,1.9,200.0,999.7,78,3.6,25.70,12.4,
133,대전,2014-06-15,22.6,24.6,17.9,,,,1.4,320.0,999.4,77,4.4,25.69,9.6,
133,대전,2014-06-16,23.3,26.7,17.6,,,,1.3,200.0,998.4,73,7.3,23.47,8.3,
133,대전,2014-06-17,23.6,25.6,19.9,,,,1.5,200.0,997.0,81,8.3,15.47,2.4,
133,대전,2014-06-18,24.3,29.6,16.9,,,,1.5,320.0,996.7,67,2.8,29.70,12.3,
133,대전,2014-06-19,23.4,27.8,19.1,,,,1.3,340.0,998.5,78,6.4,16.15,2.6,
133,대전,2014-06-20,23.1,27.1,20.3,14.9,,,1.2,320.0,1000.0,87,7.9,16.45,3.5,
133,대전,2014-06-21,21.9,23.7,18.6,0.0,,,3.1,110.0,1000.2,82,9.0,14.75,0.6,
133,대전,2014-06-22,23.9,28.2,18.7,0.0,,,1.6,110.0,999.2,74,6.6,27.40,10.3,
133,대전,2014-06-23,22.5,24.3,19.7,1.9,,,1.5,200.0,998.5,85,7.5,14.82,3.6,
133,대전,2014-06-24,22.4,24.3,19.5,0.6,,,1.1,50.0,998.8,85,7.1,18.03,5.3,
133,대전,2014-06-25,23.9,27.2,19.5,,,,1.2,200.0,1000.7,79,6.3,23.72,7.4,
133,대전,2014-06-26,25.2,31.6,19.5,,,,1.4,320.0,999.4,73,6.3,27.42,10.1,
133,대전,2014-06-27,25.5,32.1,18.9,,,,1.3,20.0,997.0,69,4.4,27.76,11.7,
133,대전,2014-06-28,25.0,32.9,18.8,,,,1.7,200.0,995.5,71,6.1,23.25,10.2,
133,대전,2014-06-29,24.7,32.6,19.3,,,,1.3,270.0,997.4,74,5.4,22.30,9.2,
133,대전,2014-06-30,25.3,34.4,19.0,,,,1.4,200.0,1000.7,70,5.6,29.75,13.1,
133,대전,2014-07-01,26.6,36.2,20.3,,,,1.6,200.0,1002.2,71,4.8,29.17,11.4,
133,대전,2014-07-02,24.3,28.6,20.9,0.9,,,1.7,110.0,999.4,82,9.5,11.84,0.0,
133,대전,2014-07-03,21.6,23.0,20.7,32.2,,,1.4,110.0,993.3,95,10.0,6.69,0.0,
133,대전,2014-07-04,25.4,28.0,21.3,0.2,,,1.2,360.0,998.6,80,6.3,23.03,8.2,
133,대전,2014-07-05,25.5,27.0,21.3,,,,1.3,70.0,1002.4,79,8.5,16.83,0.0,
133,대전,2014-07-06,22.0,22.9,19.8,2.9,,,2.0,110.0,998.8,88,8.8,7.42,0.0,
133,대전,2014-07-07,25.1,27.6,21.4,,,,1.8,110.0,998.0,82,6.5,22.01,9.6,
133,대전,2014-07-08,27.0,31.1,23.3,1.9,,,1.3,200.0,998.9,82,7.5,21.17,6.5,
133,대전,2014-07-09,26.9,31.5,24.8,2.1,,,1.7,20.0,993.7,89,6.8,14.07,4.2,
133,대전,2014-07-10,28.0,33.4,22.3,,,,2.0,320.0,988.3,73,5.6,27.10,12.3,
133,대전,2014-07-11,26.7,30.8,20.5,,,,2.2,200.0,993.7,70,4.0,26.11,11.6,
133,대전,2014-07-12,24.8,27.5,21.2,0.2,,,1.3,180.0,996.4,81,8.9,11.93,1.4,
133,대전,2014-07-13,24.4,26.8,21.5,9.4,,,1.2,270.0,995.9,85,8.4,18.31,5.6,
133,대전,2014-07-14,25.9,29.5,21.4,,,,1.8,200.0,1000.4,78,4.0,22.84,11.2,
133,대전,2014-07-15,25.3,26.6,22.3,,,,1.0,200.0,1002.5,84,9.8,11.56,0.3,
133,대전,2014-07-16,26.3,32.5,21.8,,,,1.0,200.0,1002.6,78,7.4,19.27,4.7,
133,대전,2014-07-17,24.6,25.4,22.4,2.7,,,1.3,200.0,1003.9,88,9.6,8.92,0.1,
133,대전,2014-07-18,24.8,27.4,23.1,85.5,,,1.4,230.0,1004.5,91,8.3,17.69,5.6,
133,대전,2014-07-19,26.9,28.0,24.7,0.8,,,1.3,180.0,1004.6,89,8.0,16.62,6.2,
133,대전,2014-07-20,27.9,31.5,23.8,0.0,,,1.2,360.0,1003.2,80,6.3,25.85,9.8,
133,대전,2014-07-21,27.8,31.4,23.8,,,,1.4,200.0,1001.1,80,6.1,19.25,6.4,
133,대전,2014-07-22,26.9,30.2,23.4,,,,2.1,200.0,999.9,82,7.4,18.32,5.3,
133,대전,2014-07-23,26.3,26.2,24.2,1.9,,,2.1,200.0,998.3,89,8.8,6.37,2.3,
133,대전,2014-07-24,27.4,29.6,25.9,6.2,,,1.7,200.0,998.5,92,8.5,18.10,7.0,
133,대전,2014-07-25,29.9,33.1,24.7,0.7,,,3.1,200.0,997.3,76,6.3,23.77,10.4,
133,대전,2014-07-26,24.8,24.6,21.2,0.9,,,3.2,200.0,1000.8,81,6.5,9.66,2.8,
133,대전,2014-07-27,24.7,30.9,20.0,,,,1.1,230.0,1003.0,78,3.3,27.88,11.5,
133,대전,2014-07-28,25.2,28.0,21.2,0.0,,,1.4,90.0,1001.2,80,7.0,17.18,4.1,
133,대전,2014-07-29,24.3,27.6,22.0,18.1,,,1.4,110.0,1001.9,88,7.6,17.31,5.4,
133,대전,2014-07-30,28.6,30.6,24.3,,,,0.9,340.0,1002.8,80,5.8,25.06,10.4,
133,대전,2014-07-31,27.3,27.7,24.9,10.6,,,1.3,110.0,1002.4,88,6.4,21.45,8.8,
133,대전,2014-08-01,27.9,29.6,23.8,,,,2.1,70.0,999.4,80,7.6,16.48,2.1,
133,대전,2014-08-02,27.4,28.5,23.6,14.2,,,4.7,90.0,993.3,81,8.3,14.20,3.1,
133,대전,2014-08-03,26.2,26.2,24.6,1.8,,,3.4,110.0,988.0,92,10.0,6.50,0.5,
133,대전,2014-08-04,25.6,27.9,25.1,10.1,,,0.9,200.0,991.6,98,10.0,8.12,0.0,
133,대전,2014-08-05,27.0,30.1,24.4,0.0,,,2.2,200.0,997.0,87,6.6,19.87,7.7,
133,대전,2014-08-06,26.0,27.6,23.8,,,,1.6,200.0,998.3,88,9.4,8.20,0.0,
133,대전,2014-08-07,21.5,22.8,21.3,44.3,,,1.0,340.0,999.2,99,10.0,3.23,0.0,
133,대전,2014-08-08,23.5,25.8,20.3,1.6,,,3.2,90.0,1000.2,83,7.9,15.44,4.9,
133,대전,2014-08-09,25.8,30.1,19.8,,,,3.5,110.0,997.4,70,5.8,20.49,8.5,
133,대전,2014-08-10,23.5,25.6,20.8,2.1,,,1.2,360.0,992.5,86,8.5,10.18,0.7,
133,대전,2014-08-11,23.6,26.7,20.0,,,,1.1,340.0,994.7,82,3.8,22.94,10.3,
133,대전,2014-08-12,25.1,30.1,21.1,,,,1.0,230.0,997.3,80,3.3,25.88,11.0,
133,대전,2014-08-13,23.2,24.6,22.3,15.7,,,0.7,20.0,1001.0,95,9.6,4.69,0.0,
133,대전,2014-08-14,20.9,22.7,20.5,5.6,,,1.3,360.0,1001.5,98,10.0,5.29,0.0,
133,대전,2014-08-15,24.2,28.4,22.5,0.2,,,0.8,340.0,1000.7,91,8.6,16.11,3.5,
133,대전,2014-08-16,26.0,30.7,22.1,,,,0.8,320.0,1002.4,81,7.8,20.06,6.8,
133,대전,2014-08-17,22.7,23.9,21.7,18.9,,,1.2,340.0,1004.3,95,10.0,5.58,0.0,
133,대전,2014-08-18,21.6,22.8,21.2,42.6,,,0.9,20.0,1001.2,98,10.0,5.23,0.1,
133,대전,2014-08-19,24.0,26.5,22.9,8.6,,,1.4,200.0,1002.3,94,9.8,9.74,0.8,
133,대전,2014-08-20,24.0,26.1,22.8,1.8,,,0.7,200.0,1002.9,94,9.9,7.86,0.0,
133,대전,2014-08-21,23.1,23.3,22.6,27.9,,,2.3,200.0,999.5,98,9.9,4.78,0.4,
133,대전,2014-08-22,24.5,27.1,21.9,0.0,,,1.6,200.0,1003.3,87,6.5,17.60,8.1,
133,대전,2014-08-23,24.5,27.9,21.5,,,,0.8,320.0,1002.5,85,7.0,20.77,7.3,
133,대전,2014-08-24,24.6,25.9,22.6,0.0,,,0.7,230.0,1001.0,89,9.0,10.20,0.5,
