관측분야 : 지상
조회기간 : 임의기간(일별): 2014-01-01 ~ 2017-08-21
관측지점 : 강릉(105), 파주(99), 수원(119), 보령(235), 청주(131)
출력기후요소 : 평균기온,평균이슬점온도,평균 지면온도,일강수량,최심적설,최심신적설,평균풍속,평균현지기압,평균습도,평균전운량,일사량,일조시간,최다풍향

지점번호,지점,일자,평균기온 (℃),평균지면온도 (℃),평균이슬점온도 (℃),일강수량 (mm),최심적설 (cm),최심신적설 (cm),평균풍속 (m/s),최다풍향 (deg),평균현지기압 (hPa),평균습도 (%),평균전운량 (1/10),일사합 (MJ/m²),일조합 (hr),
99,파주,2014-03-04,3.4,4.0,-5.5,,,,1.7,230.0,1018.8,58,,,7.0,
99,파주,2014-03-05,0.6,3.2,-12.7,,,,3.4,290.0,1020.5,40,,,10.8,
99,파주,2014-03-06,-1.8,1.0,-10.8,,,,2.2,320.0,1023.9,52,,,10.3,
99,파주,2014-03-07,-1.9,2.2,-12.7,,,,2.0,230.0,1026.4,48,,,10.7,
99,파주,2014-03-08,-0.1,3.0,-7.6,,,,1.3,200.0,1021.2,61,,,8.9,
99,파주,2014-03-09,0.9,3.1,-10.5,0.9,,,2.8,320.0,1017.8,51,,,10.2,
99,파주,2014-03-10,0.4,3.3,-10.1,,,,1.7,140.0,1022.9,50,,,10.9,
99,파주,2014-03-11,2.7,2.6,-2.2,,,,1.9,140.0,1022.1,71,,,2.1,
99,파주,2014-03-12,4.9,4.3,0.4,0.0,,,1.2,360.0,1014.3,74,,,1.1,
99,파주,2014-03-13,4.3,5.3,-6.1,,,,3.4,20.0,1011.1,48,,,7.0,
99,파주,2014-03-14,1.9,3.8,-6.1,,,,1.9,230.0,1015.5,58,,,10.5,
99,파주,2014-03-15,4.5,5.0,-0.9,,,,2.8,200.0,1015.0,70,,,8.0,
99,파주,2014-03-16,9.4,9.6,2.8,,,,1.6,50.0,1016.8,68,,,7.7,
99,파주,2014-03-17,9.1,9.4,6.2,0.6,,,2.2,230.0,1013.6,84,,,2.6,
99,파주,2014-03-18,10.1,12.2,4.0,0.8,,,2.0,230.0,1011.7,69,,,8.1,
99,파주,2014-03-19,7.7,9.1,2.0,0.0,,,1.7,50.0,1013.2,69,,,0.3,
99,파주,2014-03-20,4.8,7.0,-0.6,1.8,,,2.3,320.0,1011.0,72,,,4.1,
99,파주,2014-03-21,4.2,6.5,-5.1,,,,1.7,270.0,1016.6,60,,,11.0,
99,파주,2014-03-22,6.0,7.3,-0.4,,,,1.6,230.0,1019.8,67,,,8.5,
99,파주,2014-03-23,6.5,8.4,0.5,,,,1.8,200.0,1023.7,70,,,8.1,
99,파주,2014-03-24,8.2,9.5,2.1,,,,2.0,230.0,1018.8,69,,,8.1,
99,파주,2014-03-25,12.6,13.3,8.4,,,,1.6,180.0,1011.6,77,,,0.7,
99,파주,2014-03-26,14.4,13.7,3.8,,,,2.0,20.0,1006.8,55,,,7.6,
99,파주,2014-03-27,10.8,12.7,5.0,,,,1.3,230.0,1013.2,70,,,7.3,
99,파주,2014-03-28,13.9,14.9,5.2,,,,1.6,230.0,1013.4,61,,,7.6,
99,파주,2014-03-29,13.3,12.8,6.9,1.0,,,1.4,20.0,1005.5,67,,,0.0,
99,파주,2014-03-30,13.5,14.6,4.5,,,,2.8,50.0,1006.8,57,,,10.7,
99,파주,2014-03-31,12.5,13.8,-0.4,,,,1.4,250.0,1012.6,50,,,7.3,
99,파주,2014-04-01,12.6,13.3,-2.5,,,,1.3,160.0,1012.5,42,,,9.7,
99,파주,2014-04-02,12.6,14.1,-2.5,,,,1.4,230.0,1013.3,41,,,10.3,
99,파주,2014-04-03,8.3,10.0,0.9,2.1,,,2.3,20.0,1010.5,61,,,0.8,
99,파주,2014-04-04,5.0,9.8,-4.7,,,,1.8,270.0,1010.0,57,,,9.1,
99,파주,2014-04-05,4.0,7.9,-2.9,0.0,,,1.5,70.0,1011.0,63,,,8.0,
99,파주,2014-04-06,6.2,8.5,-4.7,,,,2.6,230.0,1016.5,51,,,11.8,
99,파주,2014-04-07,9.5,12.0,2.6,,,,2.7,180.0,1014.6,65,,,10.2,
99,파주,2014-04-08,9.1,11.0,1.7,,,,1.3,200.0,1014.8,66,,,9.2,
99,파주,2014-04-09,8.4,11.1,5.5,,,,1.5,230.0,1014.3,84,,,4.0,
99,파주,2014-04-10,11.0,12.9,5.4,,,,1.3,230.0,1015.4,71,,,6.6,
99,파주,2014-04-11,10.7,13.9,6.0,,,,1.6,230.0,1015.7,76,,,8.4,
99,파주,2014-04-12,12.3,13.8,7.2,,,,0.9,360.0,1014.3,72,,,0.2,
99,파주,2014-04-13,15.5,16.0,6.0,,,,1.4,230.0,1013.2,57,,,8.5,
99,파주,2014-04-14,14.1,15.8,4.9,,,,1.9,230.0,1016.5,58,,,10.8,
99,파주,2014-04-15,10.2,13.2,7.1,,,,1.7,200.0,1016.0,82,,,1.9,
99,파주,2014-04-16,12.9,15.1,9.2,,,,1.5,230.0,1012.4,80,,,3.4,
99,파주,2014-04-17,13.3,15.7,6.9,1.1,,,1.4,20.0,1010.0,71,,,3.4,
99,파주,2014-04-18,14.9,19.4,2.8,,,,2.1,50.0,1012.3,48,,,9.2,
99,파주,2014-04-19,13.1,15.5,1.5,,,,2.5,50.0,1016.4,46,,,0.8,
99,파주,2014-04-20,13.3,17.2,2.6,,,,2.0,250.0,1014.1,53,,,10.8,
99,파주,2014-04-21,13.4,17.1,3.9,,,,1.4,140.0,1012.0,58,,,9.3,
99,파주,2014-04-22,14.3,16.5,0.9,,,,1.6,70.0,1011.9,47,,,10.7,
99,파주,2014-04-23,14.3,17.9,3.9,,,,1.5,230.0,1014.4,56,,,12.1,
99,파주,2014-04-24,14.8,18.2,4.8,,,,1.2,50.0,1018.0,60,,,10.0,
99,파주,2014-04-25,15.0,18.8,0.7,,,,1.3,20.0,1019.7,46,,,11.6,
99,파주,2014-04-26,15.5,18.3,2.3,,,,1.3,230.0,1019.0,45,,,4.8,
99,파주,2014-04-27,14.0,16.7,11.3,8.8,,,1.4,50.0,1017.2,85,,,0.1,
99,파주,2014-04-28,14.1,16.5,10.2,6.3,,,2.8,50.0,1011.3,79,,,0.2,
99,파주,2014-04-29,14.7,16.4,6.8,0.4,,,3.2,20.0,1007.7,60,,,2.1,
99,파주,2014-04-30,14.9,17.6,6.0,,,,2.2,360.0,1006.9,57,,,7.1,
99,파주,2014-05-01,14.1,19.2,6.5,,,,2.0,230.0,1009.9,64,,,11.8,
99,파주,2014-05-02,13.7,17.5,7.4,0.3,,,2.5,200.0,1008.9,70,,,6.3,
99,파주,2014-05-03,11.8,18.7,1.9,,,,2.5,230.0,1015.1,54,,,13.0,
99,파주,2014-05-04,10.5,14.9,2.8,0.1,,,2.4,230.0,1011.2,63,,,7.6,
99,파주,2014-05-05,10.2,16.8,1.2,,,,2.9,250.0,1013.4,57,,,12.3,
99,파주,2014-05-06,10.2,17.6,-1.1,,,,1.9,230.0,1014.3,53,,,12.0,
99,파주,2014-05-07,12.6,16.9,2.5,1.6,,,2.8,230.0,1009.2,57,,,8.5,
99,파주,2014-05-08,14.5,19.4,9.5,2.2,,,2.5,230.0,1007.1,75,,,9.4,
99,파주,2014-05-09,14.2,20.3,5.3,,,,1.2,290.0,1014.5,63,,,10.2,
99,파주,2014-05-10,17.0,22.2,6.4,,,,1.3,20.0,1016.4,57,,,12.2,
99,파주,2014-05-11,16.4,19.0,7.9,33.6,,,1.7,110.0,1007.4,65,,,0.4,
99,파주,2014-05-12,15.0,18.3,10.9,7.0,,,3.5,230.0,1001.6,78,,,5.7,
99,파주,2014-05-13,17.5,20.3,11.9,,,,2.5,200.0,1003.3,72,,,11.3,
99,파주,2014-05-14,18.2,21.5,10.2,,,,2.1,180.0,998.4,63,,,11.5,
99,파주,2014-05-15,17.3,21.6,10.0,0.7,,,2.6,230.0,997.3,65,,,11.4,
99,파주,2014-05-16,16.7,21.7,6.6,,,,1.6,160.0,1004.9,57,,,12.2,
99,파주,2014-05-17,17.0,22.5,7.7,,,,1.3,200.0,1008.7,59,,,12.8,
99,파주,2014-05-18,17.3,23.2,8.6,,,,1.2,230.0,1009.7,61,,,13.0,
99,파주,2014-05-19,16.5,22.4,10.1,,,,1.3,140.0,1009.2,69,,,8.1,
99,파주,2014-05-20,19.3,24.0,9.1,,,,1.3,20.0,1003.3,57,,,10.4,
99,파주,2014-05-21,19.0,26.5,11.5,,,,2.0,200.0,1003.1,65,,,13.0,
99,파주,2014-05-22,18.6,26.0,11.5,,,,1.3,180.0,1008.6,68,,,12.1,
99,파주,2014-05-23,19.1,25.2,13.4,,,,1.7,50.0,1014.4,71,,,7.8,
99,파주,2014-05-24,19.2,24.4,13.6,,,,1.2,290.0,1013.6,71,,,3.6,
99,파주,2014-05-25,18.9,20.9,15.2,24.9,,,1.3,140.0,1005.1,82,,,0.1,
99,파주,2014-05-26,18.7,22.6,11.5,0.3,,,3.0,200.0,998.4,67,,,10.0,
99,파주,2014-05-27,20.5,23.0,11.7,,,,3.4,180.0,995.9,58,,,12.1,
99,파주,2014-05-28,21.2,24.2,14.7,,,,1.4,230.0,997.1,69,,,9.1,
99,파주,2014-05-29,20.7,26.1,12.1,,,,1.6,200.0,1003.5,63,,,10.8,
99,파주,2014-05-30,21.0,26.3,10.6,,,,1.2,230.0,1006.9,57,,,12.2,
99,파주,2014-05-31,22.5,27.9,14.8,,,,1.3,230.0,1009.2,66,,,10.5,
99,파주,2014-06-01,21.8,25.5,16.6,,,,0.8,250.0,1008.6,74,,,1.3,
99,파주,2014-06-02,20.3,22.2,16.8,3.9,,,2.0,20.0,1004.7,81,,,0.0,
99,파주,2014-06-03,18.8,21.1,16.5,12.0,,,1.7,50.0,1003.1,87,,,0.0,
99,파주,2014-06-04,21.6,23.1,14.3,,,,2.5,50.0,1002.5,65,,,5.9,
99,파주,2014-06-05,21.1,21.9,14.2,,,,2.0,20.0,1001.8,65,,,1.8,
99,파주,2014-06-06,22.7,27.8,14.4,,,,1.7,20.0,1001.4,63,,,13.1,
99,파주,2014-06-07,21.7,25.6,15.7,,,,1.0,270.0,1001.5,71,,,5.4,
99,파주,2014-06-08,20.3,23.7,15.9,,,,1.4,200.0,1003.4,78,,,5.3,
99,파주,2014-06-09,21.6,25.4,15.4,,,,1.2,50.0,1006.2,71,,,9.8,
99,파주,2014-06-10,21.9,24.9,14.6,30.2,,,2.1,50.0,1006.2,67,,,9.7,
99,파주,2014-06-11,20.3,23.5,14.6,0.1,,,1.9,20.0,1003.1,73,,,8.1,
99,파주,2014-06-12,20.2,23.8,14.3,0.1,,,1.6,50.0,999.0,71,,,9.5,
99,파주,2014-06-13,20.8,22.8,16.3,,,,1.6,180.0,1000.3,77,,,6.2,
99,파주,2014-06-14,20.7,22.7,15.5,,,,1.7,230.0,1003.8,74,,,7.7,
99,파주,2014-06-15,22.1,25.8,16.1,,,,1.8,200.0,1003.2,71,,,11.5,
99,파주,2014-06-16,22.2,25.9,16.7,,,,1.4,250.0,1002.5,73,,,9.8,
99,파주,2014-06-17,23.0,26.6,17.1,,,,1.3,20.0,1001.3,72,,,8.0,
99,파주,2014-06-18,22.5,26.6,16.7,,,,1.9,20.0,1001.1,72,,,9.0,
99,파주,2014-06-19,21.4,24.1,17.5,0.3,,,2.3,230.0,1002.4,79,,,2.9,
99,파주,2014-06-20,22.3,25.4,17.4,0.7,,,1.4,20.0,1004.7,75,,,0.0,
99,파주,2014-06-21,22.3,25.5,16.8,0.2,,,2.2,20.0,1004.7,73,,,2.8,
99,파주,2014-06-22,22.0,25.9,15.9,0.0,,,1.6,50.0,1003.6,69,,,6.6,
99,파주,2014-06-23,19.6,22.4,17.2,11.2,,,1.1,20.0,1002.9,87,,,1.7,
99,파주,2014-06-24,22.0,24.0,16.8,0.0,,,1.2,200.0,1002.9,75,,,9.6,
99,파주,2014-06-25,22.6,25.7,17.1,,,,1.2,270.0,1005.0,73,,,9.5,
99,파주,2014-06-26,22.9,26.1,17.3,,,,1.1,270.0,1004.1,73,,,9.7,
99,파주,2014-06-27,22.7,26.2,17.4,,,,1.4,250.0,1001.7,74,,,6.7,
99,파주,2014-06-28,22.2,25.4,17.5,0.7,,,1.9,200.0,999.2,76,,,5.8,
99,파주,2014-06-29,22.9,25.1,17.1,,,,1.0,290.0,1001.6,72,,,6.9,
99,파주,2014-06-30,23.4,27.8,17.2,,,,1.4,230.0,1005.0,71,,,12.5,
99,파주,2014-07-01,24.5,28.3,17.8,,,,1.1,270.0,1006.4,70,,,10.1,
99,파주,2014-07-02,24.1,28.3,19.2,30.1,,,1.5,50.0,1003.7,76,,,5.0,
99,파주,2014-07-03,20.6,22.9,18.8,3.9,,,2.0,20.0,999.1,90,,,0.0,
99,파주,2014-07-04,24.7,25.4,17.5,,,,2.1,50.0,1003.3,67,,,12.4,
99,파주,2014-07-05,24.1,26.5,19.2,,,,1.1,50.0,1006.6,75,,,4.3,
99,파주,2014-07-06,24.2,25.9,18.4,,,,1.1,20.0,1003.0,73,,,9.1,
99,파주,2014-07-07,24.5,27.1,18.2,,,,1.2,50.0,1002.1,71,,,12.8,
99,파주,2014-07-08,23.4,25.1,20.0,2.8,,,0.9,230.0,1003.3,83,,,5.5,
99,파주,2014-07-09,25.8,27.5,22.0,0.0,,,1.5,20.0,998.9,81,,,4.3,
99,파주,2014-07-10,26.4,28.6,17.9,,,,1.9,50.0,992.5,63,,,9.2,
99,파주,2014-07-11,25.2,28.6,17.2,,,,2.1,200.0,996.7,65,,,12.7,
99,파주,2014-07-12,24.0,27.4,19.5,,,,2.2,180.0,1000.2,77,,,2.0,
99,파주,2014-07-13,24.2,27.7,19.4,,,,1.8,200.0,999.6,77,,,8.5,
99,파주,2014-07-14,24.7,28.6,19.2,,,,1.9,230.0,1004.3,74,,,10.2,
99,파주,2014-07-15,25.2,28.9,19.7,,,,1.2,200.0,1006.5,74,,,4.1,
99,파주,2014-07-16,25.2,29.4,18.7,,,,1.5,230.0,1006.5,70,,,9.8,
99,파주,2014-07-17,25.5,28.7,19.8,,,,2.1,230.0,1007.6,72,,,5.5,
99,파주,2014-07-18,25.4,29.7,20.6,,,,1.7,200.0,1008.0,76,,,7.0,
99,파주,2014-07-19,26.0,30.4,21.2,0.1,,,1.0,250.0,1008.7,76,,,1.5,
99,파주,2014-07-20,26.5,30.0,22.0,,,,1.3,180.0,1007.7,78,,,5.4,
99,파주,2014-07-21,25.7,29.2,20.6,,,,1.6,230.0,1005.2,75,,,6.7,
99,파주,2014-07-22,24.8,26.6,21.6,23.5,,,3.2,200.0,1002.7,83,,,0.1,
99,파주,2014-07-23,24.0,26.7,21.2,13.0,,,2.4,200.0,1001.7,85,,,2.7,
99,파주,2014-07-24,22.5,25.0,19.0,21.8,,,1.1,180.0,1003.6,82,,,5.3,
99,파주,2014-07-25,24.8,25.9,22.4,63.8,,,2.3,20.0,1000.5,87,,,2.5,
99,파주,2014-07-26,22.1,23.9,19.0,4.1,,,4.8,200.0,1002.6,83,,,0.3,
99,파주,2014-07-27,24.1,26.2,18.5,,,,1.2,180.0,1007.1,73,,,10.3,
99,파주,2014-07-28,24.1,26.7,20.1,,,,0.8,320.0,1005.4,81,,,6.4,
99,파주,2014-07-29,25.4,27.4,19.1,,,,1.2,160.0,1005.8,71,,,11.1,
99,파주,2014-07-30,26.0,27.7,21.6,0.1,,,1.0,230.0,1007.1,78,,,6.8,
99,파주,2014-07-31,27.3,28.7,22.1,1.4,,,0.9,160.0,1006.6,75,,,9.3,
99,파주,2014-08-01,28.2,29.6,22.5,,,,1.3,50.0,1004.2,73,,,11.5,
99,파주,2014-08-02,29.4,28.6,21.5,0.2,,,2.6,50.0,999.1,64,,,6.4,
99,파주,2014-08-03,25.6,26.5,22.0,10.4,,,2.4,50.0,994.2,81,,,1.1,
99,파주,2014-08-04,26.0,28.5,23.5,5.8,,,1.4,180.0,995.6,87,,,2.7,
99,파주,2014-08-05,25.8,27.8,22.8,,,,1.9,180.0,1000.4,84,,,1.0,
99,파주,2014-08-06,23.8,26.3,21.0,0.5,,,1.2,180.0,1002.5,85,,,0.2,
99,파주,2014-08-07,24.8,26.7,21.0,8.0,,,0.7,180.0,1003.4,81,,,4.5,
99,파주,2014-08-08,24.7,26.4,17.1,,,,2.3,50.0,1005.1,65,,,12.9,
99,파주,2014-08-09,24.2,24.8,14.0,,,,2.9,20.0,1003.4,55,,,11.1,
99,파주,2014-08-10,21.0,22.3,16.6,25.8,,,2.7,360.0,998.4,77,,,0.0,
99,파주,2014-08-11,22.4,25.0,18.1,,,,1.3,200.0,998.7,79,,,10.9,
99,파주,2014-08-12,24.1,26.1,19.7,,,,1.1,230.0,1001.3,78,,,10.4,
99,파주,2014-08-13,22.6,25.3,20.0,9.5,,,0.8,50.0,1005.4,86,,,0.0,
99,파주,2014-08-14,21.0,23.8,18.3,0.4,,,0.9,50.0,1006.2,85,,,0.3,
99,파주,2014-08-15,23.5,26.8,18.7,,,,1.0,20.0,1005.3,77,,,10.5,
99,파주,2014-08-16,24.4,28.4,19.5,,,,1.0,250.0,1006.7,76,,,11.5,
99,파주,2014-08-17,22.1,24.3,20.0,1.4,,,1.2,20.0,1009.2,88,,,0.0,
99,파주,2014-08-18,21.8,24.2,18.4,12.9,,,2.0,50.0,1006.5,82,,,0.2,
99,파주,2014-08-19,21.2,23.9,19.5,5.3,,,1.5,50.0,1007.0,90,,,0.0,
99,파주,2014-08-20,23.2,26.0,20.3,,,,0.9,20.0,1007.3,85,,,4.3,
99,파주,2014-08-21,22.0,24.1,20.2,25.3,,,1.6,360.0,1004.0,90,,,0.4,
99,파주,2014-08-22,23.8,26.7,20.2,,,,1.7,230.0,1007.0,82,,,8.7,
99,파주,2014-08-23,24.2,27.0,20.4,,,,1.9,200.0,1006.5,81,,,6.5,
99,파주,2014-08-24,23.1,26.0,19.5,,,,0.9,20.0,1005.5,82,,,5.4,
99,파주,2014-08-25,24.8,26.9,19.7,,,,1.7,50.0,1004.1,75,,,3.9,
99,파주,2014-08-26,23.8,27.0,18.3,14.1,,,2.0,50.0,1007.9,73,,,7.6,
99,파주,2014-08-27,22.1,24.9,17.0,,,,1.8,20.0,1012.1,75,,,10.8,
99,파주,2014-08-28,23.0,26.0,17.0,,,,1.4,50.0,1013.0,72,,,12.4,
99,파주,2014-08-29,23.2,26.6,18.5,,,,1.3,20.0,1012.0,76,,,8.7,
99,파주,2014-08-30,23.0,26.3,17.6,0.6,,,1.3,50.0,1011.3,74,,,12.3,
99,파주,2014-08-31,22.1,25.6,18.2,,,,0.8,90.0,1010.2,81,,,6.4,
99,파주,2014-09-01,23.0,26.0,17.9,,,,1.0,20.0,1010.7,76,,,10.4,
99,파주,2014-09-02,21.9,24.2,17.7,4.8,,,1.4,50.0,1008.5,79,,,1.8,
99,파주,2014-09-03,18.7,21.1,17.3,46.6,,,2.3,360.0,1000.1,92,,,0.0,
99,파주,2014-09-04,21.2,24.4,17.0,,,,1.5,230.0,1004.8,79,,,9.9,
99,파주,2014-09-05,22.1,25.1,17.9,,,,1.3,230.0,1009.2,79,,,9.0,
99,파주,2014-09-06,23.1,26.0,17.9,,,,1.1,20.0,1008.8,76,,,10.7,
99,파주,2014-09-07,22.5,25.5,18.2,,,,0.9,20.0,1005.7,79,,,7.8,
99,파주,2014-09-08,22.7,25.7,17.1,,,,1.1,70.0,1003.7,75,,,8.9,
99,파주,2014-09-09,20.7,24.5,15.0,,,,0.9,250.0,1004.7,74,,,8.9,
99,파주,2014-09-10,19.7,23.1,13.5,,,,0.7,20.0,1007.4,73,,,10.5,
99,파주,2014-09-11,20.5,23.3,14.2,,,,1.0,250.0,1009.8,71,,,11.3,
99,파주,2014-09-12,19.3,22.3,14.9,,,,0.9,50.0,1010.3,78,,,2.2,
99,파주,2014-09-13,20.8,23.2,14.7,,,,1.3,20.0,1011.6,72,,,11.2,
99,파주,2014-09-14,20.8,23.7,15.1,,,,1.2,20.0,1012.1,72,,,9.7,
99,파주,2014-09-15,20.6,23.7,14.5,,,,0.8,250.0,1010.3,70,,,3.4,
99,파주,2014-09-16,18.0,21.6,10.0,,,,0.9,50.0,1012.5,64,,,9.9,
99,파주,2014-09-17,18.7,22.1,11.3,,,,1.1,20.0,1013.2,64,,,3.7,
99,파주,2014-09-18,18.3,21.2,9.6,,,,1.5,50.0,1014.4,62,,,10.0,
99,파주,2014-09-19,17.7,21.3,10.0,,,,0.8,50.0,1011.3,67,,,11.2,
99,파주,2014-09-20,18.0,21.9,10.6,,,,0.9,340.0,1010.8,68,,,11.2,
99,파주,2014-09-21,17.6,21.4,13.1,0.0,,,0.7,50.0,1013.9,77,,,3.7,
99,파주,2014-09-22,18.9,21.7,12.8,,,,1.2,20.0,1015.6,71,,,11.2,
