관측분야 : 지상
조회기간 : 임의기간(일별): 2014-01-01 ~ 2017-08-21
관측지점 : 광주(156), 대구(143), 서울(108), 인천(112)
출력기후요소 : 평균기온,평균이슬점온도,평균 지면온도,일강수량,최심적설,최심신적설,평균풍속,평균현지기압,평균습도,평균전운량,일사량,일조시간,최다풍향

지점번호,지점,일자,평균기온 (℃),평균지면온도 (℃),평균이슬점온도 (℃),일강수량 (mm),최심적설 (cm),최심신적설 (cm),평균풍속 (m/s),최다풍향 (deg),평균현지기압 (hPa),평균습도 (%),평균전운량 (1/10),일사합 (MJ/m²),일조합 (hr),
108,서울,2014-02-23,3.1,3.1,-6.9,,,,2.1,290.0,1020.2,51,0.0,10.62,7.3,
108,서울,2014-02-24,4.1,3.6,-3.7,,,,2.3,290.0,1018.8,58,0.0,10.25,6.3,
108,서울,2014-02-25,5.7,5.0,-2.0,,,,2.0,270.0,1017.9,60,0.0,11.77,8.0,
108,서울,2014-02-26,8.4,5.8,-3.9,,,,1.9,50.0,1013.6,45,1.0,12.87,8.2,
108,서울,2014-02-27,7.7,6.7,-0.8,,,,2.8,270.0,1010.0,55,4.8,9.59,5.4,
108,서울,2014-02-28,6.7,5.9,-1.1,,,,2.3,70.0,1011.0,59,6.3,9.80,4.3,
108,서울,2014-03-01,6.0,6.8,-1.1,,,,2.6,270.0,1008.0,61,8.1,7.94,1.0,
108,서울,2014-03-02,4.5,5.6,-7.0,,,,3.0,290.0,1011.0,46,0.6,16.06,10.5,
108,서울,2014-03-03,5.2,5.0,-9.7,,,,2.0,290.0,1016.0,34,0.0,14.41,10.4,
108,서울,2014-03-04,6.3,6.0,-5.0,,,,2.9,270.0,1011.8,48,5.5,11.23,6.3,
108,서울,2014-03-05,1.4,4.4,-10.3,0.0,,,4.4,290.0,1013.0,45,0.5,16.73,10.7,
108,서울,2014-03-06,0.3,1.5,-10.9,0.0,,,3.6,290.0,1016.5,43,1.9,12.73,9.6,
108,서울,2014-03-07,-0.6,3.4,-11.6,,,,3.8,270.0,1019.1,46,1.8,16.53,10.6,
108,서울,2014-03-08,2.0,3.6,-6.6,,,,2.5,270.0,1014.1,55,5.1,11.88,7.4,
108,서울,2014-03-09,1.4,4.2,-8.3,2.2,1.9,1.9,3.6,290.0,1010.4,56,3.4,16.03,9.9,
108,서울,2014-03-10,1.5,4.2,-8.2,,,,3.0,270.0,1015.8,50,0.0,17.39,11.1,
108,서울,2014-03-11,4.5,3.8,-1.9,,,,2.8,250.0,1015.2,65,2.5,10.41,4.3,
108,서울,2014-03-12,6.9,6.5,2.8,0.2,,,1.5,20.0,1006.9,76,8.6,3.81,0.9,
108,서울,2014-03-13,5.2,5.1,-3.4,0.0,,,4.0,70.0,1003.6,55,7.6,7.00,0.8,
108,서울,2014-03-14,3.4,5.0,-5.0,,,,3.6,270.0,1008.5,55,1.0,15.46,10.5,
108,서울,2014-03-15,6.8,7.6,0.6,,,,4.0,230.0,1008.4,67,1.1,12.89,7.0,
108,서울,2014-03-16,11.3,12.2,5.1,,,,2.3,230.0,1010.0,68,3.0,14.40,7.3,
108,서울,2014-03-17,12.6,12.3,8.8,0.5,,,3.5,230.0,1006.7,79,6.5,9.26,5.4,
108,서울,2014-03-18,10.5,13.5,5.8,0.4,,,3.5,270.0,1004.8,75,6.3,12.35,7.1,
108,서울,2014-03-19,9.6,10.3,3.3,,,,2.9,70.0,1006.3,66,7.1,6.59,0.1,
108,서울,2014-03-20,6.3,8.1,1.1,0.4,,,3.2,290.0,1003.7,71,6.8,8.03,4.1,
108,서울,2014-03-21,5.9,10.3,-4.3,,,,3.4,270.0,1009.5,53,0.3,19.00,11.4,
108,서울,2014-03-22,8.6,11.2,1.3,,,,2.5,250.0,1012.8,64,1.0,16.08,9.9,
108,서울,2014-03-23,9.6,12.3,2.4,,,,3.0,250.0,1016.9,64,0.0,15.45,10.1,
108,서울,2014-03-24,10.9,12.2,3.3,0.0,,,3.5,230.0,1011.8,61,5.9,14.77,7.7,
108,서울,2014-03-25,14.6,15.2,10.2,0.0,,,2.7,230.0,1004.6,76,10.0,7.76,0.7,
108,서울,2014-03-26,15.4,16.8,8.2,0.0,,,2.8,250.0,1000.1,65,5.4,12.46,6.4,
108,서울,2014-03-27,13.5,16.1,7.3,,,,2.8,250.0,1006.3,69,0.9,14.14,7.9,
108,서울,2014-03-28,16.6,20.4,6.8,,,,2.6,250.0,1006.4,57,5.5,14.67,7.0,
108,서울,2014-03-29,15.0,14.6,9.8,3.5,,,2.5,70.0,998.7,73,9.5,3.49,0.0,
108,서울,2014-03-30,14.9,17.2,7.5,0.0,,,3.1,70.0,999.7,64,2.9,18.50,10.7,
108,서울,2014-03-31,14.5,15.4,2.8,,,,2.3,270.0,1005.8,49,3.1,14.60,7.9,
108,서울,2014-04-01,15.6,17.9,-1.2,,,,2.4,250.0,1005.6,34,2.4,17.51,10.4,
108,서울,2014-04-02,15.5,17.9,-2.8,,,,2.7,270.0,1006.4,30,4.3,17.06,10.1,
108,서울,2014-04-03,10.2,10.5,3.1,0.5,,,3.1,270.0,1003.2,63,8.0,4.78,0.0,
108,서울,2014-04-04,6.6,12.5,-2.9,,,,3.4,290.0,1003.0,53,3.8,18.75,10.0,
108,서울,2014-04-05,6.2,11.6,-1.4,0.0,,,3.0,270.0,1003.9,61,3.5,16.45,8.2,
108,서울,2014-04-06,7.4,13.8,-3.1,,,,4.0,250.0,1009.6,51,0.5,21.58,12.1,
108,서울,2014-04-07,10.3,15.3,3.5,,,,3.4,230.0,1008.0,65,3.4,17.59,9.3,
108,서울,2014-04-08,11.9,17.6,3.2,,,,2.6,270.0,1007.7,61,0.0,20.03,11.5,
108,서울,2014-04-09,10.3,15.2,7.7,,,,3.0,270.0,1007.1,85,5.8,14.69,6.5,
108,서울,2014-04-10,12.5,17.1,6.9,,,,2.4,250.0,1008.4,72,5.9,14.68,7.7,
108,서울,2014-04-11,13.6,18.0,7.7,,,,2.8,270.0,1008.7,70,5.3,16.10,7.5,
108,서울,2014-04-12,14.3,15.5,8.5,,,,1.7,290.0,1007.3,69,9.4,6.29,0.0,
108,서울,2014-04-13,17.2,20.9,7.6,,,,2.2,70.0,1006.5,55,6.4,15.96,7.2,
108,서울,2014-04-14,16.3,20.8,6.2,,,,2.7,270.0,1009.7,53,0.5,18.66,10.6,
108,서울,2014-04-15,12.9,18.3,9.3,,,,3.2,270.0,1009.0,80,4.1,15.62,6.7,
108,서울,2014-04-16,14.0,17.5,10.6,,,,1.8,230.0,1005.5,81,6.8,5.67,1.7,
108,서울,2014-04-17,14.7,16.9,7.6,3.0,,,1.9,50.0,1003.0,67,6.9,11.60,4.4,
108,서울,2014-04-18,15.9,19.7,7.4,,,,2.6,50.0,1005.4,60,4.3,17.54,8.2,
108,서울,2014-04-19,14.0,17.2,5.1,,,,4.5,70.0,1009.3,56,7.9,11.47,1.3,
108,서울,2014-04-20,14.6,22.4,4.6,,,,3.4,70.0,1007.3,54,3.1,21.22,11.3,
108,서울,2014-04-21,15.1,21.8,4.9,,,,3.0,290.0,1005.1,55,3.9,19.82,10.8,
108,서울,2014-04-22,16.0,21.8,2.0,,,,2.8,270.0,1005.2,43,2.1,18.92,10.5,
108,서울,2014-04-23,17.2,24.1,5.3,,,,2.5,290.0,1007.6,49,0.0,20.88,11.8,
108,서울,2014-04-24,18.6,24.1,5.5,,,,2.0,270.0,1011.1,49,0.6,19.56,9.7,
108,서울,2014-04-25,19.0,23.6,1.3,,,,2.2,50.0,1012.7,33,0.4,20.37,11.5,
108,서울,2014-04-26,18.7,23.2,3.9,,,,2.4,270.0,1012.2,39,7.9,13.94,5.0,
108,서울,2014-04-27,15.6,16.9,13.2,8.5,,,2.3,50.0,1010.2,87,10.0,6.56,0.2,
108,서울,2014-04-28,13.6,13.9,12.1,13.5,,,4.6,70.0,1004.0,92,10.0,4.88,0.0,
108,서울,2014-04-29,15.0,15.6,9.2,5.5,,,4.0,50.0,1000.3,70,9.3,11.74,2.2,
108,서울,2014-04-30,16.1,16.7,8.5,0.0,,,2.1,50.0,999.9,62,5.9,15.08,6.8,
108,서울,2014-05-01,16.0,19.3,7.7,,,,3.2,250.0,1003.3,61,0.0,22.20,12.0,
108,서울,2014-05-02,15.7,19.0,9.6,1.0,,,3.6,230.0,1002.4,71,6.0,16.31,7.9,
108,서울,2014-05-03,13.1,19.7,3.7,,,,3.9,270.0,1008.3,55,1.3,24.92,13.1,
108,서울,2014-05-04,12.3,15.9,3.6,0.2,,,3.8,230.0,1004.6,58,5.8,16.66,5.8,
108,서울,2014-05-05,11.3,18.3,2.2,,,,5.1,250.0,1006.7,57,1.3,24.01,12.8,
108,서울,2014-05-06,13.1,20.2,0.1,,,,3.4,230.0,1007.5,46,0.0,24.09,12.6,
108,서울,2014-05-07,15.7,21.1,3.7,2.0,,,3.8,50.0,1002.6,48,6.4,20.91,10.4,
108,서울,2014-05-08,14.5,17.4,11.5,4.0,,,4.2,250.0,1000.6,84,5.4,13.37,6.7,
108,서울,2014-05-09,16.8,21.2,7.6,,,,2.0,270.0,1007.6,61,0.3,22.53,11.5,
108,서울,2014-05-10,20.5,24.7,6.7,,,,2.1,70.0,1009.8,43,0.6,23.58,12.4,
108,서울,2014-05-11,18.9,19.5,8.0,23.0,,,3.4,70.0,1001.0,54,8.3,8.26,0.8,
108,서울,2014-05-12,16.4,19.1,12.4,10.0,,,5.2,230.0,995.2,79,5.9,16.56,7.5,
108,서울,2014-05-13,19.2,20.6,13.0,,,,4.0,250.0,996.9,70,1.9,22.13,11.7,
108,서울,2014-05-14,19.6,23.4,10.6,,,,3.5,270.0,992.0,59,3.4,23.18,11.6,
108,서울,2014-05-15,18.2,24.5,11.4,0.3,,,4.0,270.0,990.9,67,2.6,23.55,11.3,
108,서울,2014-05-16,19.0,24.1,7.0,,,,2.9,270.0,998.3,50,1.0,22.87,12.0,
108,서울,2014-05-17,20.0,24.1,8.3,,,,2.3,290.0,1001.9,48,3.6,20.42,12.3,
108,서울,2014-05-18,20.3,25.8,9.0,,,,2.4,250.0,1002.8,50,1.8,22.57,12.6,
108,서울,2014-05-19,20.0,25.3,10.4,,,,2.3,270.0,1002.4,55,4.4,19.95,8.5,
108,서울,2014-05-20,21.5,25.2,8.3,,,,2.2,270.0,996.4,45,5.6,17.56,6.2,
108,서울,2014-05-21,20.1,28.3,13.0,,,,3.7,270.0,996.6,65,2.4,24.14,12.0,
108,서울,2014-05-22,20.9,28.1,12.7,,,,2.5,270.0,1001.8,63,0.5,23.62,12.5,
108,서울,2014-05-23,22.0,27.9,15.5,,,,2.9,230.0,1007.5,68,3.0,19.11,8.8,
108,서울,2014-05-24,21.3,26.3,14.9,,,,2.3,270.0,1006.7,69,7.8,14.66,5.0,
108,서울,2014-05-25,20.5,22.2,16.2,21.0,,,2.4,160.0,998.6,79,10.0,6.72,0.0,
108,서울,2014-05-26,19.4,21.6,12.2,1.5,,,4.0,250.0,992.3,67,4.4,21.68,9.4,
108,서울,2014-05-27,22.8,24.3,11.4,,,,4.2,230.0,989.9,50,0.8,23.20,12.1,
108,서울,2014-05-28,24.0,26.6,15.7,,,,2.5,270.0,990.3,61,1.5,20.12,9.4,
108,서울,2014-05-29,23.2,28.1,12.3,,,,2.8,250.0,996.9,55,0.9,23.84,12.4,
108,서울,2014-05-30,24.8,29.3,10.4,,,,2.1,290.0,1000.2,43,0.1,22.85,12.0,
108,서울,2014-05-31,26.2,30.7,14.5,,,,2.6,250.0,1002.5,50,1.3,22.25,10.7,
108,서울,2014-06-01,24.7,27.6,15.5,,,,1.9,270.0,1001.8,58,8.0,13.81,4.2,
108,서울,2014-06-02,22.6,23.6,17.3,2.0,,,2.2,70.0,998.1,74,10.0,5.17,0.1,
108,서울,2014-06-03,18.7,19.7,17.8,33.0,,,3.5,70.0,996.2,95,8.6,5.27,0.0,
108,서울,2014-06-04,22.8,23.5,14.9,,,,4.3,70.0,995.5,62,6.5,20.18,7.9,
108,서울,2014-06-05,22.9,23.5,14.3,,,,2.9,70.0,995.0,59,7.6,12.01,0.6,
108,서울,2014-06-06,24.4,28.6,15.3,,,,2.4,50.0,994.8,59,1.4,24.30,12.1,
108,서울,2014-06-07,23.5,27.4,16.3,,,,2.4,270.0,994.8,65,6.0,15.83,6.1,
108,서울,2014-06-08,21.4,24.3,16.7,,,,3.0,250.0,996.7,75,8.0,11.82,2.8,
108,서울,2014-06-09,22.9,26.8,16.8,,,,2.3,290.0,999.4,71,5.9,16.88,8.6,
108,서울,2014-06-10,23.6,26.4,17.8,5.5,,,2.1,70.0,999.5,72,6.3,15.19,6.5,
108,서울,2014-06-11,20.5,22.9,18.0,19.0,,,1.9,20.0,996.4,87,9.1,11.08,4.3,
108,서울,2014-06-12,21.2,24.3,15.9,0.1,,,2.8,50.0,992.4,74,6.8,20.56,8.7,
108,서울,2014-06-13,21.3,23.4,17.4,0.0,,,2.9,230.0,993.9,79,6.4,12.33,4.8,
108,서울,2014-06-14,22.5,26.3,16.7,,,,3.3,270.0,997.1,72,3.9,23.48,12.0,
108,서울,2014-06-15,23.2,28.3,16.9,,,,3.3,270.0,996.8,70,4.5,24.57,11.6,
108,서울,2014-06-16,23.9,27.7,16.7,,,,2.5,270.0,995.9,66,6.6,19.62,10.9,
108,서울,2014-06-17,24.5,27.8,18.5,3.5,,,1.9,250.0,994.7,72,7.8,15.40,5.3,
108,서울,2014-06-18,24.4,26.8,18.4,0.1,,,3.0,270.0,994.4,71,5.4,19.31,9.7,
108,서울,2014-06-19,22.5,24.6,18.6,0.0,,,3.5,250.0,996.0,79,8.0,9.02,2.7,
108,서울,2014-06-20,24.2,25.5,19.4,1.5,,,1.6,290.0,997.9,77,9.1,10.49,1.7,
108,서울,2014-06-21,23.1,25.0,19.3,8.5,,,2.7,70.0,998.0,81,8.8,13.26,1.0,
108,서울,2014-06-22,23.7,25.4,18.5,0.4,,,1.8,50.0,997.0,74,8.0,15.45,5.8,
108,서울,2014-06-23,21.0,22.6,19.4,24.5,,,1.4,50.0,996.2,91,7.8,6.62,1.5,
108,서울,2014-06-24,22.9,24.9,17.7,,,,2.4,250.0,996.4,75,4.8,18.44,9.7,
108,서울,2014-06-25,23.8,24.9,18.5,,,,2.3,270.0,998.4,74,6.3,15.52,5.1,
108,서울,2014-06-26,24.4,27.8,17.6,,,,2.4,270.0,997.4,68,5.9,19.65,10.5,
108,서울,2014-06-27,24.1,29.2,18.9,,,,2.8,270.0,995.1,75,5.4,20.09,9.8,
108,서울,2014-06-28,23.8,28.8,18.1,0.0,,,3.8,270.0,992.8,72,7.1,17.04,7.4,
108,서울,2014-06-29,24.1,27.5,18.1,,,,2.1,200.0,995.1,70,6.9,12.25,3.2,
108,서울,2014-06-30,25.3,32.0,18.5,,,,2.7,270.0,998.4,68,3.4,20.77,10.3,
108,서울,2014-07-01,26.0,28.7,19.1,,,,2.1,270.0,999.8,68,3.6,15.20,8.0,
108,서울,2014-07-02,25.7,30.7,21.0,20.5,,,2.5,290.0,997.1,77,8.4,14.33,3.7,
108,서울,2014-07-03,22.6,23.2,19.9,2.0,,,2.8,50.0,992.0,86,9.6,6.07,0.9,
108,서울,2014-07-04,26.8,29.9,18.4,,,,2.4,70.0,996.5,62,4.1,22.25,11.3,
108,서울,2014-07-05,25.7,27.9,19.8,,,,2.1,270.0,1000.0,70,6.1,14.19,3.9,
108,서울,2014-07-06,25.7,30.8,18.5,,,,2.1,140.0,996.5,66,6.4,18.73,7.2,
108,서울,2014-07-07,27.1,34.1,18.3,,,,2.3,270.0,995.6,61,2.5,24.84,13.2,
108,서울,2014-07-08,25.9,27.6,20.6,0.2,,,1.9,270.0,996.7,73,7.6,8.31,3.6,
108,서울,2014-07-09,27.6,29.2,23.3,0.5,,,2.2,70.0,992.3,78,9.4,11.03,2.5,
108,서울,2014-07-10,28.9,33.2,18.7,,,,2.9,290.0,986.0,58,6.3,21.70,10.1,
108,서울,2014-07-11,27.1,33.8,18.6,,,,4.0,250.0,990.5,63,2.3,28.64,12.0,
108,서울,2014-07-12,25.3,30.4,20.2,,,,3.2,230.0,993.8,74,7.4,,0.8,
108,서울,2014-07-13,25.4,30.6,20.0,,,,3.3,250.0,993.2,73,7.8,,5.9,
108,서울,2014-07-14,26.4,31.2,20.2,,,,3.3,250.0,997.9,71,4.8,,9.2,
108,서울,2014-07-15,26.8,31.6,20.3,,,,2.4,230.0,999.9,69,7.0,,3.8,
108,서울,2014-07-16,26.6,31.2,19.8,,,,2.7,270.0,1000.0,68,5.6,,7.0,
108,서울,2014-07-17,25.9,29.8,21.1,0.2,,,3.1,250.0,1001.2,76,8.4,,3.2,
108,서울,2014-07-18,26.1,28.3,22.2,1.5,,,2.6,230.0,1001.5,81,7.6,,5.8,
108,서울,2014-07-19,27.0,29.0,23.0,,,,2.4,270.0,1002.3,80,9.0,,0.2,
108,서울,2014-07-20,27.9,32.4,22.8,,,,2.6,270.0,1001.1,76,6.4,,5.5,
108,서울,2014-07-21,27.3,30.4,22.0,,,,3.0,230.0,998.7,74,6.0,,7.0,
108,서울,2014-07-22,25.9,27.1,22.7,16.5,,,4.4,230.0,996.6,84,9.8,,0.0,
108,서울,2014-07-23,23.6,25.0,21.7,55.0,,,3.2,230.0,995.4,90,10.0,5.93,0.7,
108,서울,2014-07-24,21.9,23.2,20.5,48.0,,,2.0,70.0,997.1,93,9.3,6.82,1.3,
108,서울,2014-07-25,27.5,28.3,23.6,59.5,,,2.9,160.0,994.2,82,9.5,12.36,4.9,
108,서울,2014-07-26,22.6,22.9,20.0,2.5,,,6.4,230.0,996.9,86,9.3,3.48,0.8,
108,서울,2014-07-27,25.0,26.1,20.0,,,,1.9,200.0,1000.6,75,4.0,14.61,6.8,
108,서울,2014-07-28,26.6,27.2,20.5,,,,1.9,50.0,998.8,72,5.0,17.34,7.6,
108,서울,2014-07-29,26.5,28.1,20.0,,,,2.5,180.0,999.5,68,5.4,18.86,9.8,
108,서울,2014-07-30,28.6,31.7,22.5,,,,2.2,230.0,1000.6,71,6.5,15.40,8.1,
108,서울,2014-07-31,28.6,32.0,23.7,1.5,,,2.1,50.0,1000.2,76,6.8,15.93,7.9,
108,서울,2014-08-01,30.2,31.8,22.0,,,,2.6,70.0,997.7,63,4.9,18.08,9.5,
108,서울,2014-08-02,31.4,32.9,21.1,0.0,,,3.9,70.0,992.4,55,8.0,16.96,6.6,
108,서울,2014-08-03,26.5,26.7,24.0,13.0,,,4.2,70.0,987.2,88,9.6,7.02,1.0,
108,서울,2014-08-04,26.4,27.6,25.1,6.5,,,2.1,50.0,989.3,93,9.0,7.22,0.9,
108,서울,2014-08-05,26.6,27.8,24.2,0.0,,,3.2,230.0,994.2,88,8.0,6.81,1.6,
108,서울,2014-08-06,24.4,25.8,23.0,10.5,,,2.2,270.0,996.1,92,10.0,3.94,0.0,
108,서울,2014-08-07,24.7,25.6,23.0,0.2,,,1.5,270.0,996.8,91,7.9,6.26,0.7,
108,서울,2014-08-08,26.1,27.0,17.8,,,,3.8,70.0,998.3,62,2.1,19.64,11.7,
108,서울,2014-08-09,26.5,29.6,14.3,,,,4.6,70.0,996.3,48,4.6,22.35,11.5,
108,서울,2014-08-10,23.4,25.5,19.3,42.5,,,2.6,50.0,991.1,79,8.3,6.66,0.7,
108,서울,2014-08-11,23.7,26.9,19.3,,,,2.2,270.0,992.2,78,4.5,19.44,12.0,
108,서울,2014-08-12,25.8,27.9,21.2,,,,2.7,270.0,994.7,78,5.6,16.57,10.0,
108,서울,2014-08-13,24.2,24.8,19.4,0.0,,,2.1,50.0,998.9,75,9.4,6.14,0.0,
108,서울,2014-08-14,22.3,22.7,18.3,0.5,,,2.0,50.0,999.5,79,9.3,4.32,0.2,
108,서울,2014-08-15,24.9,26.2,19.4,,,,1.7,270.0,998.8,73,5.3,12.53,6.4,
108,서울,2014-08-16,26.1,28.4,20.8,,,,1.8,290.0,1000.1,74,5.1,15.50,8.8,
108,서울,2014-08-17,24.0,24.2,20.5,3.0,,,1.9,50.0,1002.4,81,9.6,3.20,0.0,
108,서울,2014-08-18,22.3,23.9,20.4,11.5,,,3.1,70.0,999.5,90,10.0,6.42,0.5,
108,서울,2014-08-19,22.3,23.3,21.6,4.5,,,1.5,70.0,1000.2,97,9.8,4.37,0.4,
108,서울,2014-08-20,24.8,26.0,22.1,0.5,,,1.1,20.0,1000.6,86,9.9,6.74,1.0,
108,서울,2014-08-21,23.1,24.1,22.4,46.5,,,2.4,50.0,997.0,97,9.6,4.94,0.2,
108,서울,2014-08-22,24.7,26.4,21.4,15.0,,,3.1,250.0,1000.5,83,7.9,13.56,7.7,
108,서울,2014-08-23,25.2,26.6,21.1,0.5,,,2.7,230.0,1000.1,80,7.6,12.29,6.3,
108,서울,2014-08-24,25.6,27.2,20.5,0.1,,,1.3,50.0,998.8,76,8.1,15.04,7.0,
108,서울,2014-08-25,25.9,26.4,20.2,0.0,,,3.0,70.0,997.4,72,9.3,8.43,1.2,
